Area,"A00-R99,U00-Y89 All causes, all ages",F10-F19 Mental and behavioural disorders due to psychoactive substance use,G31.2 Degeneration of nervous system due to alcohol,G62.0 Drug-induced polyneuropathy,G62.1 Alcoholic polyneuropathy,G62.2 Polyneuropathy due to other toxic agents,G72.0 Drug-induced myopathy,G72.1 Alcoholic myopathy,G72.2 Myopathy due to other toxic agents,I42.6 Alcoholic cardiomyopathy,I42.7 Cardiomyopathy due to drugs and other external agents,K29.2 Alcoholic gastritis,K70 Alcoholic liver disease,"K73 Chronic hepatitis, not elsewhere classified",K74 Fibrosis and cirrhosis of liver,K74.2 Hepatic fibrosis with hepatic sclerosis,K85.2 Alcohol-induced acute pancreatitis,K86.0 Alcohol-induced chronic pancreatitis,"R78 Findings of drugs and other substances, not normally found in blood",X40-X49 Accidental poisoning by and exposure to noxious substances,X60-X84 Intentional self-harm,X85-Y09 Assault,"Y15 Poisoning by and exposure to alcohol, undetermined intent"
ladu:Gravesham,1114,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,5,9,0,0
ladu:Maidstone,1709,5,0,0,0,0,0,0,0,5,0,0,12,0,10,0,0,0,0,5,18,0,0
ladu:Sevenoaks,1222,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,12,0,0
ladu:Folkestone and Hythe,1487,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,8,12,0,0
ladu:Swale,1639,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,11,0,0
ladu:Thanet,2044,0,0,0,0,0,0,0,0,0,0,0,17,0,10,0,0,0,0,14,17,0,0
ladu:Tonbridge and Malling,1220,0,0,0,0,0,0,0,0,5,0,0,8,0,6,0,0,0,0,8,14,0,0
ladu:Tunbridge Wells,1184,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,11,0,0
ladu:Cherwell,1453,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,7,9,0,0
ladu:Oxford,998,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,8,10,0,0
ladu:South Oxfordshire,1291,5,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,8,8,0,0
ladu:Vale of White Horse,1248,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,5,11,0,0
ladu:West Oxfordshire,1156,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,10,14,0,0
ladu:Elmbridge,1234,5,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,5,10,0,0
ladu:Epsom and Ewell,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0
ladu:Guildford,1182,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,7,17,0,0
ladu:Mole Valley,1072,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,5,11,0,0
ladu:Reigate and Banstead,1531,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,5,10,0,0
ladu:Runnymede,843,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,7,0,0
ladu:Spelthorne,954,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,5,5,0,0
ladu:Surrey Heath,951,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,10,0,0
ladu:Tandridge,949,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,7,0,0
ladu:Waverley,1371,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,12,0,0
ladu:Woking,958,5,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,5,13,0,0
ladu:Adur,732,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,0
ladu:Arun,2325,5,0,0,0,0,0,0,0,0,0,0,28,0,10,0,0,0,0,8,14,0,0
ladu:Chichester,1667,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,14,0,0
ladu:Crawley,825,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,5,9,0,0
ladu:Horsham,1551,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,5,10,0,0
ladu:Mid Sussex,1552,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,13,0,0
ladu:Worthing,1454,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,15,0,0
ladu:Bath and North East Somerset,1828,6,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,14,9,0,0
"ladu:Bristol, City of",3541,7,0,0,0,0,0,0,0,0,0,0,37,0,15,0,0,0,0,42,37,0,0
ladu:Cornwall,6536,6,0,0,0,0,0,0,0,0,0,0,55,0,22,0,0,0,0,46,70,5,0
ladu:Isles of Scilly,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladu:North Somerset,2546,0,0,0,0,0,0,0,0,0,0,0,33,0,9,0,0,0,0,16,11,0,0
ladu:Plymouth,2598,5,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,40,12,0,0
ladu:South Gloucestershire,2592,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,10,15,0,0
ladu:Swindon,1993,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,14,22,0,0
ladu:Torbay,1871,5,0,0,0,0,0,0,0,0,0,0,28,0,7,0,0,0,0,15,14,0,0
ladu:Wiltshire,5241,5,0,0,0,0,0,0,0,0,0,0,47,0,5,0,0,0,0,17,51,0,0
ladu:East Devon,1915,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,12,7,0,0
ladu:Exeter,1100,5,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,12,13,0,0
ladu:Mid Devon,874,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,5,7,0,0
ladu:North Devon,1175,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,8,0,0
ladu:South Hams,914,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,8,11,0,0
ladu:Teignbridge,1619,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,17,0,0
ladu:Torridge,866,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,5,0,0
ladu:West Devon,704,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0
"ladu:Bournemouth, Christchurch and Poole",4632,6,0,0,0,0,0,0,0,0,0,0,41,0,11,0,0,0,0,37,38,0,0
ladu:Dorset,4956,5,0,0,0,0,0,0,0,0,0,0,41,0,5,0,5,0,0,21,33,0,0
ladu:Cheltenham,1344,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,11,12,0,0
ladu:Cotswold,1063,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,5,7,0,0
ladu:Forest of Dean,1014,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,14,5,0,0
ladu:Gloucester,1282,5,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,14,21,0,0
ladu:Stroud,1377,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,5,11,0,0
ladu:Tewkesbury,922,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0
ladu:Mendip,1301,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,5,17,0,0
ladu:Sedgemoor,1503,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,13,8,0,0
ladu:South Somerset,1901,5,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,10,8,0,0
ladu:Somerset West and Taunton,1941,0,0,0,0,0,0,0,0,5,0,0,13,0,5,0,0,0,0,6,25,0,0
ladu:Isle of Anglesey,877,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,13,5,0,0
ladu:Gwynedd,1428,6,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,11,9,0,0
ladu:Conwy,1587,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,12,6,0,0
ladu:Denbighshire,1338,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,5,10,0,0
ladu:Flintshire,1765,0,0,0,0,0,0,0,0,0,0,0,18,0,11,0,0,0,0,7,7,0,0
ladu:Wrexham,1590,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,17,12,0,0
ladu:Powys,1725,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,13,0,0
ladu:Ceredigion,877,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,10,0,0
ladu:Pembrokeshire,1559,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,6,8,0,0
ladu:Carmarthenshire,2404,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,14,18,0,0
ladu:Swansea,3009,5,0,0,0,0,0,0,0,0,0,0,30,0,14,0,0,0,0,36,29,0,0
ladu:Neath Port Talbot,1902,7,0,0,0,0,0,0,0,0,0,0,31,0,9,0,0,0,0,11,14,0,0
ladu:Bridgend,1878,5,0,0,0,0,0,0,0,0,0,0,28,0,8,0,0,0,0,14,10,0,0
ladu:Vale of Glamorgan,1419,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,7,6,0,0
ladu:Cardiff,3142,5,0,0,0,0,0,0,0,0,0,0,38,0,8,0,0,0,0,13,17,0,0
ladu:Rhondda Cynon Taff,3104,5,0,0,0,0,0,0,0,0,0,0,32,0,7,0,0,0,0,14,13,0,0
ladu:Merthyr Tydfil,773,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,5,5,0,0
ladu:Caerphilly,2122,0,0,0,0,0,0,0,0,0,0,0,26,0,10,0,0,0,0,5,14,0,0
ladu:Blaenau Gwent,978,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,5,6,0,0
ladu:Torfaen,1165,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0
ladu:Monmouthshire,1058,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,18,0,0
ladu:Newport,1699,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,5,14,0,0
,,,,,,,,,,,,,,,,,,,,,,,
